Date,U36SNO
1992-02-01,33786000000.00
1992-03-01,37946000000.00
1992-04-01,38536000000.00
1992-05-01,37158000000.00
1992-06-01,36744000000.00
1992-07-01,22864000000.00
1992-08-01,29154000000.00
1992-09-01,32098000000.00
1992-10-01,42089000000.00
1992-11-01,33211000000.00
1992-12-01,38214000000.00
1993-01-01,31466000000.00
1993-02-01,40316000000.00
1993-03-01,39372000000.00
1993-04-01,36553000000.00
1993-05-01,34546000000.00
1993-06-01,41365000000.00
1993-07-01,23917000000.00
1993-08-01,33047000000.00
1993-09-01,33709000000.00
1993-10-01,38560000000.00
1993-11-01,36824000000.00
1993-12-01,38291000000.00
1994-01-01,41323000000.00
1994-02-01,40938000000.00
1994-03-01,43111000000.00
1994-04-01,39559000000.00
1994-05-01,40239000000.00
1994-06-01,43260000000.00
1994-07-01,25996000000.00
1994-08-01,40096000000.00
1994-09-01,41819000000.00
1994-10-01,42489000000.00
1994-11-01,43992000000.00
1994-12-01,44431000000.00
1995-01-01,39253000000.00
1995-02-01,47167000000.00
1995-03-01,48719000000.00
1995-04-01,40086000000.00
1995-05-01,41628000000.00
1995-06-01,43626000000.00
1995-07-01,25827000000.00
1995-08-01,40881000000.00
1995-09-01,48190000000.00
1995-10-01,41203000000.00
1995-11-01,44029000000.00
1995-12-01,47524000000.00
1996-01-01,45547000000.00
1996-02-01,44641000000.00
1996-03-01,54238000000.00
1996-04-01,43164000000.00
1996-05-01,48223000000.00
1996-06-01,47958000000.00
1996-07-01,31946000000.00
1996-08-01,38552000000.00
1996-09-01,50436000000.00
1996-10-01,47652000000.00
1996-11-01,51573000000.00
1996-12-01,48094000000.00
1997-01-01,45599000000.00
1997-02-01,48844000000.00
1997-03-01,48242000000.00
1997-04-01,47832000000.00
1997-05-01,45315000000.00
1997-06-01,50702000000.00
1997-07-01,32784000000.00
1997-08-01,47861000000.00
1997-09-01,49665000000.00
1997-10-01,53765000000.00
1997-11-01,61921000000.00
1997-12-01,49250000000.00
1998-01-01,47503000000.00
1998-02-01,52134000000.00
1998-03-01,53569000000.00
1998-04-01,53905000000.00
1998-05-01,49628000000.00
1998-06-01,45452000000.00
1998-07-01,30063000000.00
1998-08-01,51183000000.00
1998-09-01,55507000000.00
1998-10-01,55190000000.00
1998-11-01,53867000000.00
1998-12-01,52204000000.00
1999-01-01,57418000000.00
1999-02-01,56278000000.00
1999-03-01,62506000000.00
1999-04-01,52078000000.00
1999-05-01,54370000000.00
1999-06-01,56655000000.00
1999-07-01,36567000000.00
1999-08-01,55910000000.00
1999-09-01,56489000000.00
1999-10-01,58067000000.00
1999-11-01,52425000000.00
1999-12-01,61452000000.00
2000-01-01,58230000000.00
2000-02-01,54175000000.00
2000-03-01,60256000000.00
2000-04-01,50625000000.00
2000-05-01,52669000000.00
2000-06-01,81638000000.00
2000-07-01,33187000000.00
2000-08-01,52023000000.00
2000-09-01,60221000000.00
2000-10-01,50061000000.00
2000-11-01,53416000000.00
2000-12-01,56825000000.00
2001-01-01,44732000000.00
2001-02-01,48574000000.00
2001-03-01,64355000000.00
2001-04-01,48786000000.00
2001-05-01,53787000000.00
2001-06-01,54634000000.00
2001-07-01,31932000000.00
2001-08-01,50511000000.00
2001-09-01,46101000000.00
2001-10-01,58182000000.00
2001-11-01,46557000000.00
2001-12-01,50517000000.00
2002-01-01,47317000000.00
2002-02-01,55819000000.00
2002-03-01,60765000000.00
2002-04-01,52004000000.00
2002-05-01,54857000000.00
2002-06-01,50399000000.00
2002-07-01,41036000000.00
2002-08-01,61416000000.00
2002-09-01,51307000000.00
2002-10-01,55419000000.00
2002-11-01,52316000000.00
2002-12-01,51687000000.00
2003-01-01,51912000000.00
2003-02-01,55513000000.00
2003-03-01,63418000000.00
2003-04-01,53976000000.00
2003-05-01,55813000000.00
2003-06-01,58862000000.00
2003-07-01,38455000000.00
2003-08-01,53444000000.00
2003-09-01,58206000000.00
2003-10-01,62740000000.00
2003-11-01,55009000000.00
2003-12-01,61494000000.00
2004-01-01,50724000000.00
2004-02-01,58180000000.00
2004-03-01,70139000000.00
2004-04-01,55817000000.00
2004-05-01,54157000000.00
2004-06-01,60735000000.00
2004-07-01,43811000000.00
2004-08-01,54897000000.00
2004-09-01,57088000000.00
2004-10-01,55225000000.00
2004-11-01,58320000000.00
2004-12-01,62902000000.00
2005-01-01,51383000000.00
2005-02-01,55799000000.00
2005-03-01,59721000000.00
2005-04-01,55386000000.00
2005-05-01,68268000000.00
2005-06-01,73249000000.00
2005-07-01,43386000000.00
2005-08-01,64114000000.00
2005-09-01,61967000000.00
2005-10-01,65868000000.00
2005-11-01,74130000000.00
2005-12-01,81984000000.00
2006-01-01,51660000000.00
2006-02-01,65641000000.00
2006-03-01,84881000000.00
2006-04-01,58402000000.00
2006-05-01,61733000000.00
2006-06-01,71894000000.00
2006-07-01,42534000000.00
2006-08-01,62731000000.00
2006-09-01,81919000000.00
2006-10-01,64742000000.00
2006-11-01,72069000000.00
2006-12-01,81738000000.00
2007-01-01,59584000000.00
2007-02-01,64175000000.00
2007-03-01,83257000000.00
2007-04-01,68177000000.00
2007-05-01,68483000000.00
2007-06-01,80000000000.00
2007-07-01,61205000000.00
2007-08-01,79270000000.00
2007-09-01,69578000000.00
2007-10-01,71206000000.00
2007-11-01,72122000000.00
2007-12-01,93992000000.00
2008-01-01,65412000000.00
2008-02-01,72447000000.00
2008-03-01,76799000000.00
2008-04-01,57796000000.00
2008-05-01,62492000000.00
2008-06-01,66669000000.00
2008-07-01,46130000000.00
2008-08-01,57936000000.00
2008-09-01,61865000000.00
2008-10-01,52305000000.00
2008-11-01,43020000000.00
2008-12-01,63035000000.00
2009-01-01,31999000000.00
2009-02-01,27713000000.00
2009-03-01,38940000000.00
2009-04-01,28913000000.00
2009-05-01,33938000000.00
2009-06-01,33253000000.00
2009-07-01,29842000000.00
2009-08-01,38472000000.00
2009-09-01,39724000000.00
2009-10-01,40291000000.00
2009-11-01,36704000000.00
2009-12-01,49930000000.00
2010-01-01,48058000000.00
2010-02-01,47331000000.00
2010-03-01,52585000000.00
2010-04-01,49283000000.00
2010-05-01,46944000000.00
2010-06-01,53951000000.00
2010-07-01,44628000000.00
2010-08-01,53457000000.00
2010-09-01,66350000000.00
2010-10-01,59616000000.00
2010-11-01,51751000000.00
2010-12-01,64240000000.00
2011-01-01,52837000000.00
2011-02-01,53432000000.00
2011-03-01,73074000000.00
2011-04-01,52224000000.00
2011-05-01,57335000000.00
2011-06-01,60392000000.00
2011-07-01,49161000000.00
2011-08-01,66374000000.00
2011-09-01,64643000000.00
2011-10-01,56541000000.00
2011-11-01,64204000000.00
2011-12-01,84343000000.00
2012-01-01,63087000000.00
2012-02-01,72584000000.00
2012-03-01,73823000000.00
2012-04-01,59557000000.00
2012-05-01,66194000000.00
2012-06-01,78101000000.00
2012-07-01,67720000000.00
2012-08-01,58778000000.00
2012-09-01,75801000000.00
2012-10-01,72689000000.00
2012-11-01,69839000000.00
2012-12-01,96544000000.00
2013-01-01,57446000000.00
2013-02-01,78163000000.00
2013-03-01,71536000000.00
2013-04-01,65216000000.00
2013-05-01,78891000000.00
2013-06-01,97781000000.00
2013-07-01,59318000000.00
2013-08-01,70551000000.00
2013-09-01,88225000000.00
2013-10-01,79591000000.00
2013-11-01,85633000000.00
2013-12-01,96462000000.00
2014-01-01,60903000000.00
2014-02-01,75663000000.00
2014-03-01,86350000000.00
2014-04-01,76794000000.00
2014-05-01,75880000000.00
2014-06-01,89849000000.00
2014-07-01,127935000000.00
2014-08-01,76071000000.00
2014-09-01,84522000000.00
2014-10-01,81810000000.00
2014-11-01,76508000000.00
2014-12-01,89164000000.00
2015-01-01,65099000000.00
2015-02-01,67120000000.00
2015-03-01,90608000000.00
2015-04-01,72130000000.00
2015-05-01,67833000000.00
2015-06-01,92571000000.00
2015-07-01,74072000000.00
2015-08-01,73534000000.00
2015-09-01,80028000000.00
2015-10-01,82073000000.00
2015-11-01,80927000000.00
2015-12-01,89349000000.00
2016-01-01,67240000000.00
2016-02-01,71395000000.00
2016-03-01,88728000000.00
2016-04-01,77626000000.00
2016-05-01,74582000000.00
2016-06-01,79272000000.00
2016-07-01,63208000000.00
2016-08-01,76214000000.00
2016-09-01,82831000000.00
2016-10-01,86728000000.00
2016-11-01,77116000000.00
2016-12-01,87399000000.00
2017-01-01,62959000000.00
2017-02-01,67333000000.00
2017-03-01,93870000000.00
2017-04-01,72523000000.00
2017-05-01,74381000000.00
2017-06-01,105613000000.00
2017-07-01,60999000000.00
2017-08-01,77583000000.00
2017-09-01,90534000000.00
2017-10-01,78487000000.00
2017-11-01,84116000000.00
2017-12-01,94964000000.00
2018-01-01,66248000000.00
2018-02-01,81561000000.00
2018-03-01,105769000000.00
2018-04-01,81823000000.00
2018-05-01,85213000000.00
